IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::STATICINVOKE::<java.lang.Class: java.lang.Class forName(java.lang.String)>::378
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r7::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r8::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r9::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r10::<java.lang.StringBuilder: java.lang.String toString()>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r19::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.Throwable::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.nio.charset.MalformedInputException::r28::<java.nio.charset.MalformedInputException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.io.WriteAbortedException::r28::<java.io.WriteAbortedException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatWidthException::r28::<java.util.IllegalFormatWidthException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.UnknownFormatFlagsException::r28::<java.util.UnknownFormatFlagsException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.net.URISyntaxException::r28::<java.net.URISyntaxException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::com.sun.org.apache.xpath.internal.XPathException::r28::<com.sun.org.apache.xpath.internal.XPathException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.awt.HeadlessException::r28::<java.awt.HeadlessException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.MissingFormatArgumentException::r28::<java.util.MissingFormatArgumentException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.UnknownFormatConversionException::r28::<java.util.UnknownFormatConversionException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatConversionException::r28::<java.util.IllegalFormatConversionException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::javax.xml.parsers.FactoryConfigurationError::r28::<javax.xml.parsers.FactoryConfigurationError: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatCodePointException::r28::<java.util.IllegalFormatCodePointException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::com.sun.org.apache.xalan.internal.xsltc.compiler.util.TypeCheckError::r28::<com.sun.org.apache.xalan.internal.xsltc.compiler.util.TypeCheckError: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.DuplicateFormatFlagsException::r28::<java.util.DuplicateFormatFlagsException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.MissingFormatWidthException::r28::<java.util.MissingFormatWidthException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.FormatFlagsConversionMismatchException::r28::<java.util.FormatFlagsConversionMismatchException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::com.sun.org.apache.xerces.internal.impl.dv.DatatypeException::r28::<com.sun.org.apache.xerces.internal.impl.dv.DatatypeException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::javax.xml.stream.FactoryConfigurationError::r28::<javax.xml.stream.FactoryConfigurationError: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::com.sun.org.apache.xalan.internal.xsltc.compiler.CompilerException::r28::<com.sun.org.apache.xalan.internal.xsltc.compiler.CompilerException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatPrecisionException::r28::<java.util.IllegalFormatPrecisionException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.regex.PatternSyntaxException::r28::<java.util.regex.PatternSyntaxException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.nio.file.FileSystemException::r28::<java.nio.file.FileSystemException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::org.xml.sax.SAXException::r28::<org.xml.sax.SAXException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.io.InvalidClassException::r28::<java.io.InvalidClassException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::javax.xml.transform.TransformerFactoryConfigurationError::r28::<javax.xml.transform.TransformerFactoryConfigurationError: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::com.sun.org.apache.xerces.internal.impl.io.MalformedByteSequenceException::r28::<com.sun.org.apache.xerces.internal.impl.io.MalformedByteSequenceException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatFlagsException::r28::<java.util.IllegalFormatFlagsException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.nio.charset.UnmappableCharacterException::r28::<java.nio.charset.UnmappableCharacterException: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r20::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r22::<java.lang.StringBuilder: java.lang.String toString()>::401
