IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::STATICINVOKE::<java.lang.Class: java.lang.Class forName(java.lang.String)>::378
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r7::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r8::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r9::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r10::<java.lang.StringBuilder: java.lang.String toString()>::398
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r19::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.Throwable::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatCodePointException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::javax.xml.parsers.FactoryConfigurationError::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.nio.charset.UnmappableCharacterException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatConversionException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.UnknownFormatConversionException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatFlagsException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.io.InvalidClassException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.MissingFormatArgumentException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.regex.PatternSyntaxException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.awt.HeadlessException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatPrecisionException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.net.URISyntaxException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.UnknownFormatFlagsException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.IllegalFormatWidthException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.FormatFlagsConversionMismatchException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.io.WriteAbortedException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.nio.file.FileSystemException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.MissingFormatWidthException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.util.DuplicateFormatFlagsException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.nio.charset.MalformedInputException::r28::<java.lang.Throwable: java.lang.String getMessage()>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r20::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::401
IN METHOD::<spec.harness.Launch: java.lang.String checkBenchmarkKit()>::INVOKE::java.lang.StringBuilder::$r22::<java.lang.StringBuilder: java.lang.String toString()>::401
